the_review,year,month
He loves them.,2022,07
Great gaming gear!,2022,07
"Ok, so I am not a super tech person and I am not sure if this is a fixable problem or not, but only one side of the headphones work. That was the whole reason on buying another pair of headphones, because my first pair of a different brand started to break and lose hearing in one side. I just opened mine and yet it has the same problem. Other than that, they seem great! Just wished mine worked, y’a know?",2022,07
"Absolutely zero complaints.  I prefer wireless, but if I wanted I would have purchased wireless. Comfortable, great sound and it does have an extremely long cord that makes it nice.",2022,07
I brought these for my gaming system. BUY IT !,2022,07
Son uses it for his xbox,2022,07
My grandson loves it!,2022,07
These are not bad at all for the price. Whenever I’m playing a game online they work and sound great. I’ve only had them about a month now but no issues whatsoever.,2022,07
Good,2022,07
Constant clicking sounds and static over the microphone. This product is just terrible and is most likely due to the cheap 3.5mm design with no QC over it. The sound quality is decent but the cheap plugs they use make it a failure since you will end up with the annoying buzzing sound. Maybe you can get lucky and get a headphone with the plugs properly fitted but chances are even a little bump here or there will easily knock it off place. Good luck taking your chances with this product.,2022,07
no sound and hard to talk,2022,07
"Perfectly acceptable for both business meetings and Discord chats, but the sound quality isn't too good. You sound like you're coming from far away. Other than that, it's worked for years. No other complaints.",2022,07
"Product says it works on Xbox one, it does not, headset has a USB plug when Xbox does not support USB headsets",2022,07
The Best,2022,07
Love the over all sixe and make of the unit .. the mic has no problem and one you set the volume to hear others on the phone or computer you are good to go.. TH long chord is a bit much for close phone use so the velcro tab was hepful till I set a tie rap as I workout or in my wheel chair dose not need trip hazards.,2022,07
The microphone is too short so if you have a big head the people ur talking to won’t be able to hear you.,2022,07
"Poor sound quality , like if someone stuffed a papper  towel or cotton ball in it .",2022,07
"They were decently sounding with a good amount of noise cancellation. However, these were more intended for pc because there is two cords, one for sound and one for the lights. The cord is too short to connect it to the ps4. Also the cord is big and gets in the way too much while gaming.",2022,07
"Solid gaming headset for a very good price, over the ear provides good noise cancellation, the plastic materials used in the headset feel a little cheap but I’ve had my headset for the last few years and it still works well",2022,07
Bought these for my sons birthday in May and gave them to him first week in June. It’s The second week in July and the sound and microphone cut in and out. This product is junk and not worth the money.,2022,07
